ПІБ,Пільги,Бал з математики,Бал з англійської,Бал з української,Рейтинг
Ольга Іванниш,False,160,185,179,173.2
Іван Наталіїш,True,174,167,178,173.10000000000002
Олександр Вікторіїш,True,164,183,175,173.0
Наталія Ярославиш,True,180,160,176,172.8
Вікторія Іриниш,False,168,160,192,172.8
Ігор Іваниш,True,195,141,175,172.8
Максим Богданіш,True,198,143,169,172.79999999999998
Богдан Наталіїш,False,194,169,148,172.70000000000002
Ніна Алібіба,False,191,177,144,172.7
Ярослава Олександріш,False,178,191,147,172.6
Павло Андріїш,True,189,158,165,172.5
Юлія Людмилиш,True,180,144,191,172.5
Павло Ковтун,True,189,163,160,172.5
Анастасія Михайлиш,False,200,185,123,172.4
Ігор Анатоліїш,True,185,177,151,172.39999999999998
Ірина Дмитріш,True,146,189,191,172.39999999999998
Марія Дмитришенко,True,188,168,156,172.39999999999998
Віктор Дмитріш,False,175,145,196,172.3
Лідія Олександріш,False,184,165,164,172.3
Богдан Вікторіш,False,166,172,181,172.3
Олена Олексіїш,True,184,195,134,172.3
Ілля Наталіїш,False,190,156,165,172.3
Олег Ковтун,True,174,163,179,172.2
Олексій Михайлиш,False,177,165,173,172.2
Дмитро Артеміш,False,194,190,125,172.10000000000002
Андрій Оксаниш,True,188,154,169,172.1
Юлія Артеміш,True,175,183,157,172.0
Вікторія Неборачко,True,193,116,200,172.0
Роман Ніниш,False,151,194,178,172.0
Віктор Лідіїш,True,174,158,183,171.9
Михайло Ніниш,True,140,188,198,171.8
Вікторія Ярославіш,True,160,191,168,171.7
Ірина Ніниш,False,174,195,145,171.60000000000002
Дмитро Олексіїш,True,192,158,158,171.60000000000002
Олексій Людмилиш,False,171,154,190,171.6
Богдан Анниш,True,199,161,145,171.4
Ніна Товтиш,False,199,126,180,171.4
Андрій Ілляш,False,196,141,169,171.4
Ігор Ярославиш,True,171,166,177,171.3
Ніна Іванниш,True,189,165,154,171.3
Ольга Вікторіїш,False,144,200,179,171.29999999999998
Максим Іваниш,False,197,185,123,171.20000000000002
Катерина Лідіїш,True,192,130,184,171.0
Юлія Лідіїш,False,168,150,196,171.0
Ярослав Романіш,False,186,135,187,171.0
Анатолій Тарасіш,False,171,149,193,171.0
Іванна Михайлиш,False,200,153,150,170.9
Людмила Анатоліїш,True,187,174,146,170.8
Вікторія Дмитріш,False,172,161,179,170.79999999999998
Роман Анниш,True,192,143,170,170.70000000000002
Анна Дмитріш,False,152,189,177,170.6
Артем Олениш,False,188,188,130,170.6
Ніна Маріїш,False,175,199,136,170.5
Дмитро Олегіш,False,189,126,190,170.4
Сергій Олександріш,True,141,196,184,170.4
Ольга Анатоліїш,False,165,167,181,170.39999999999998
Михайло Людмилиш,False,164,188,161,170.3
Ольга Максиміш,False,200,181,120,170.3
Ілля Анатоліїш,True,191,169,144,170.29999999999998
Віктор Дмитришенко,True,200,184,117,170.29999999999998
Людмила Маріїш,False,177,137,194,170.1
Ніна Михайлиш,True,165,165,182,170.1
Анастасія Софіїш,True,177,178,153,170.1
Віктор Ганниш,False,198,145,158,170.1
Анатолій Наталіїш,False,197,107,197,170.0
Наталія Володимириш,True,166,152,193,169.9
Катерина Олексіїш,True,172,176,161,169.89999999999998
Юлія Андріїш,False,190,122,191,169.89999999999998
Михайло Оксаниш,False,183,191,131,169.8
Оксана Маріїш,False,180,142,184,169.79999999999998
Дмитро Тарасіш,False,149,192,175,169.7
Богдан Ковтун,True,140,199,180,169.7
Наталія Оксаниш,True,169,150,190,169.60000000000002
Марія Людмилиш,True,181,144,180,169.6
Олександр Ковтун,True,187,170,146,169.6
Сергій Тетяниш,False,187,139,177,169.6
Тетяна Ігоріш,True,177,180,149,169.5
Іванна Олександріш,False,194,195,111,169.40000000000003
Марта Ніниш,True,149,194,172,169.4
Михайло Неборачко,False,197,131,171,169.4
Анастасія Вікторіїш,True,183,127,193,169.20000000000002
Олена Наталіїш,True,171,146,190,169.2
Роман Михайлиш,True,164,199,146,169.10000000000002
Ілля Дмитришенко,False,146,195,174,169.1
Тетяна Іванниш,True,199,154,144,169.0
Марта Наталіїш,True,192,122,185,168.9
Іванна Алібіба,False,183,182,137,168.9
Ігор Ілляш,False,180,179,144,168.89999999999998
Ярослава Лідіїш,True,161,200,148,168.8
Ілля Максиміш,False,182,141,179,168.79999999999998
Анатолій Людмилиш,True,154,189,168,168.7
Петро Олениш,False,180,196,126,168.60000000000002
Дмитро Алібіба,False,192,136,170,168.60000000000002
Людмила Ковтун,True,165,199,143,168.6
Володимир Олениш,True,183,153,165,168.6
Петро Людмилиш,False,144,172,198,168.6
Наталія Дмитришенко,True,175,175,153,168.4
Наталія Романіш,True,193,156,148,168.4
Андрій Ярославіш,True,195,146,155,168.3
Оксана Катериниш,False,173,179,151,168.2
Богдан Богданіш,True,199,141,154,168.1
Дмитро Андріїш,False,199,193,102,168.1
Анатолій Ігоріш,False,198,132,164,168.0
Анастасія Неборачко,True,183,188,128,168.0
Ярослав Товтиш,False,162,182,162,168.0
Анна Сергіїш,True,180,172,148,168.0
Михайло Ганниш,False,162,191,153,168.0
Ніна Наталіїш,False,153,159,197,168.0
Людмила Олексіїш,True,170,169,164,167.89999999999998
Олександр Лідіїш,False,181,123,195,167.8
Дмитро Іваниш,True,175,181,145,167.8
Ніна Загвойко,True,171,148,183,167.70000000000002
Марта Тарасіш,False,171,187,144,167.7
Лідія Дмитришенко,True,200,119,173,167.6
Роман Олександріш,False,165,151,187,167.4
Ірина Вікторіш,True,189,157,149,167.4
Ярослава Людмилиш,True,174,181,145,167.4
Сергій Ярославиш,False,147,168,194,167.4
Максим Тетяниш,False,189,126,180,167.4
Олексій Товтиш,False,147,182,179,167.1
Ярослав Богданіш,True,173,193,133,167.0
Віктор Загвойко,True,142,192,175,166.9
Анастасія Ігоріш,False,142,169,198,166.9
Віктор Богданіш,False,175,190,133,166.9
Катерина Іваниш,False,166,168,167,166.9
Ніна Анниш,False,196,166,129,166.89999999999998
Лідія Іриниш,False,190,139,164,166.89999999999998
Анатолій Катериниш,True,177,175,145,166.8
Оксана Наталіїш,False,156,192,156,166.8
Олександр Олексіїш,False,167,134,199,166.7
Ігор Петріш,False,167,181,152,166.7
Катерина Маріїш,True,184,187,123,166.60000000000002
Ярослава Іваниш,True,187,143,163,166.6
Катерина Товтиш,True,163,166,172,166.6
Оксана Андріїш,False,186,162,145,166.5
Олена Софіїш,True,176,164,156,166.39999999999998
Ярослава Анниш,False,149,197,159,166.39999999999998
Олексій Дмитришенко,False,184,179,130,166.3
Софія Маріїш,False,187,157,148,166.3
Олександр Сергіїш,True,198,107,183,166.20000000000002
Петро Маріїш,False,165,193,141,166.2
Андрій Алібіба,False,189,173,129,166.2
Володимир Богданіш,False,189,146,156,166.2
Тарас Маріїш,True,161,145,194,166.1
Ілля Катериниш,True,185,175,132,166.1
Олексій Катериниш,True,188,116,187,166.1
Тарас Ніниш,False,146,190,169,166.1
Ніна Оксаниш,True,187,131,173,166.0
Олена Тетяниш,True,192,103,194,165.9
Вікторія Ганниш,True,195,165,128,165.9
Іванна Олегіш,False,174,140,181,165.9
Ірина Товтиш,True,144,185,176,165.89999999999998
Михайло Анниш,False,184,182,125,165.70000000000002
Анна Анатоліїш,True,199,182,105,165.70000000000002
Олексій Анниш,True,196,179,112,165.7
Ігор Ковтун,True,192,152,144,165.6
Олександр Андріїш,False,167,141,188,165.5
Вікторія Товтиш,True,190,127,171,165.39999999999998
Олександр Наталіїш,True,162,149,186,165.3
Ярослав Дмитришенко,False,167,137,191,165.2
Павло Софіїш,False,161,159,177,165.2
Сергій Загвойко,False,173,143,177,165.2
Тарас Ковтун,False,160,191,146,165.1
Андрій Романіш,True,171,190,132,165.0
Олег Олегіш,True,150,154,196,165.0
Ольга Дмитришенко,False,189,124,174,165.0
Ярослава Сергіїш,False,183,137,169,165.0
Ганна Тетяниш,True,179,143,168,164.9
Наталія Максиміш,True,173,140,179,164.9
Іванна Неборачко,True,176,117,198,164.9
Наталія Андріїш,True,149,162,189,164.9
Сергій Лідіїш,False,166,152,176,164.8
Юлія Сергіїш,True,190,157,139,164.79999999999998
Петро Ярославиш,False,157,141,199,164.79999999999998
Лідія Ілляш,False,168,153,172,164.7
Іван Ковтун,False,159,164,173,164.7
Катерина Дмитришенко,True,195,121,168,164.7
Володимир Романіш,True,181,164,143,164.5
Роман Олексіїш,True,166,154,173,164.5
Людмила Дмитришенко,True,183,157,147,164.4
Марта Анатоліїш,True,183,189,115,164.4
Ярослав Лідіїш,True,168,190,134,164.4
Михайло Олександріш,True,150,155,193,164.4
Людмила Ілляш,True,179,182,127,164.3
Максим Олександріш,True,179,137,172,164.3
Тарас Тетяниш,False,169,132,190,164.20000000000002
Марта Вікторіїш,True,163,178,152,164.2
Богдан Людмилиш,True,154,176,166,164.2
Марія Андріїш,True,148,176,174,164.2
Ірина Володимириш,False,171,170,149,164.1
Олег Олександріш,False,144,161,194,164.1
Людмила Михайлиш,False,153,199,144,164.1
Олександр Катериниш,False,141,186,173,164.1
Тетяна Олександріш,True,167,152,172,164.0
Анастасія Маріїш,False,194,171,117,164.0
Марта Петріш,False,194,174,114,164.0
Олексій Софіїш,False,173,162,154,164.0
Катерина Тарасіш,False,170,198,122,164.0
Іван Дмитріш,True,190,142,151,163.89999999999998
Олексій Дмитріш,False,190,144,149,163.89999999999998
Ганна Романіш,True,159,143,191,163.8
Олена Володимириш,False,186,109,189,163.79999999999998
Марта Володимириш,False,182,196,107,163.7
Іванна Катериниш,False,175,185,127,163.6
Ілля Вікторіш,True,177,180,129,163.5
Ярослава Ніниш,True,159,183,150,163.5
Лідія Сергіїш,True,156,153,184,163.5
Петро Максиміш,False,179,129,177,163.4
Сергій Ігоріш,True,169,150,169,163.3
Ніна Катериниш,True,180,135,169,163.2
Олег Тарасіш,False,161,141,188,163.1
Анна Іванниш,False,200,121,156,163.1
Сергій Сергіїш,False,143,174,179,163.1
Людмила Максиміш,True,161,160,169,163.1
Сергій Іваниш,False,200,100,177,163.1
Юлія Олениш,True,182,133,168,163.1
Ілля Петріш,True,160,194,136,163.0
Сергій Дмитришенко,True,169,178,140,163.0
Михайло Лідіїш,False,181,192,110,163.0
Артем Сергіїш,True,195,123,160,162.9
Павло Петріш,False,159,174,157,162.9
Софія Іваниш,True,200,169,107,162.79999999999998
Артем Ярославіш,False,196,124,157,162.7
Ніна Софіїш,False,166,157,164,162.7
Вікторія Олегіш,False,156,172,162,162.6
Богдан Анатоліїш,True,200,146,129,162.5
Максим Романіш,False,164,155,168,162.5
Ярослав Катериниш,False,158,152,179,162.5
Анна Товтиш,False,181,165,135,162.4
Максим Ярославіш,False,172,159,153,162.4
Анатолій Іванниш,True,169,192,124,162.4
Павло Вікторіїш,False,160,132,196,162.39999999999998
Юлія Тарасіш,True,198,200,197,198.3
Лідія Лідіїш,True,183,197,197,191.4
Марта Неборачко,True,191,189,190,190.1
Віктор Ігоріш,True,199,177,191,190.0
Марія Іриниш,True,178,198,198,190.0
Ярослав Софіїш,True,182,193,196,189.5
Марія Михайлиш,True,194,193,180,189.5
Іванна Андріїш,True,199,195,167,188.2
Ілля Ганниш,True,174,190,200,186.6
Дмитро Ілляш,True,192,176,189,186.3
Олег Вікторіїш,True,182,183,195,186.2
Тетяна Максиміш,True,195,196,156,183.6
Катерина Наталіїш,True,189,178,181,183.3
Тетяна Петріш,True,181,182,187,183.1
Віктор Ярославиш,True,188,196,162,182.6
Вікторія Ілляш,True,165,193,195,182.4
Артем Іваниш,True,194,173,176,182.3
Андрій Дмитришенко,True,186,187,167,180.6
Ольга Ярославиш,True,188,195,156,180.5
Олег Артеміш,True,184,185,171,180.40000000000003
Ігор Лідіїш,True,193,191,152,180.1
Володимир Вікторіїш,True,157,195,195,179.8
Андрій Дмитріш,True,177,180,183,179.7
Ганна Андріїш,True,175,165,200,179.5
Іванна Наталіїш,True,166,188,189,179.5
Ярослава Іванниш,True,196,179,156,178.89999999999998
Дмитро Наталіїш,True,167,174,199,178.7
Марія Алібіба,True,160,183,199,178.6
Сергій Дмитріш,True,185,165,182,178.1
Дмитро Богданіш,True,190,154,185,177.7
Ганна Дмитріш,True,154,199,188,177.7
Анатолій Ілляш,True,186,174,170,177.6
Дмитро Вікторіїш,True,178,175,179,177.4
Людмила Олександріш,True,177,179,174,176.7
Олександр Іваниш,True,181,146,200,176.2
Павло Лідіїш,True,134,195,200,172.1
Роман Людмилиш,False,138,185,199,170.4
Сергій Анатоліїш,True,139,200,182,170.2
Ярослава Іриниш,True,138,193,190,170.1
Оксана Загвойко,True,133,197,191,169.6
Богдан Іванниш,False,137,195,185,168.8
Іванна Анатоліїш,False,133,184,195,166.9
Вікторія Ковтун,False,133,179,199,166.6
Артем Артеміш,True,130,184,197,166.29999999999998
Максим Максиміш,True,120,196,198,166.2
Ганна Лідіїш,False,123,200,189,165.9
Дмитро Олениш,True,138,172,196,165.60000000000002
Ніна Андріїш,True,120,195,197,165.6
Ірина Максиміш,True,138,189,179,165.6
Ганна Ярославиш,True,135,195,177,165.6
Ганна Артеміш,False,125,188,197,165.5
Марія Артеміш,True,133,179,194,165.1
Богдан Ігоріш,True,133,199,171,164.2
Марта Андріїш,True,130,190,184,164.2
Олексій Романіш,True,131,177,195,164.0
Ілля Анниш,False,115,198,195,163.9
Володимир Михайлиш,True,126,194,181,162.89999999999998
Ольга Катериниш,True,118,192,193,162.7
Ганна Олексіїш,False,117,187,199,162.6
Катерина Ніниш,True,138,177,180,162.3
Михайло Анатоліїш,True,126,182,191,162.3
Анна Ігоріш,False,177,114,191,162.3
Людмила Петріш,False,173,180,130,162.2
Лідія Олексіїш,True,118,198,185,162.1
Артем Михайлиш,False,175,134,173,162.1
Олексій Артеміш,True,178,183,120,162.1
Лідія Олениш,False,184,186,109,162.1
Ганна Ярославіш,True,115,187,200,162.1
Катерина Анниш,False,171,173,139,162.0
Володимир Анниш,False,165,158,162,162.0
Роман Тарасіш,True,171,182,130,162.0
Наталія Ганниш,False,140,198,155,161.9
Володимир Ганниш,True,163,136,186,161.8
Олена Богданіш,True,192,137,146,161.7
Тарас Софіїш,False,185,102,190,161.6
Ганна Дмитришенко,True,167,142,174,161.6
Іван Ярославиш,False,127,169,200,161.5
Марта Алібіба,True,181,197,100,161.5
Іванна Сергіїш,True,199,163,110,161.5
Катерина Анатоліїш,False,175,193,112,161.5
Софія Володимириш,False,177,122,180,161.4
Анатолій Олександріш,False,189,154,132,161.4
Олег Лідіїш,False,150,148,190,161.4
Богдан Артеміш,False,156,156,174,161.4
Дмитро Тетяниш,False,165,199,119,161.39999999999998
Марта Людмилиш,False,182,153,142,161.29999999999998
Іван Лідіїш,False,151,185,151,161.2
Марія Дмитріш,True,138,177,176,161.10000000000002
Роман Ганниш,True,165,128,189,161.1
Володимир Оксаниш,False,159,162,163,161.1
Ірина Наталіїш,False,176,143,159,161.0
Анатолій Ярославіш,False,194,140,138,161.0
Ярослав Загвойко,True,127,179,188,160.9
Максим Наталіїш,False,193,107,172,160.9
Софія Олениш,False,124,182,189,160.9
Марта Ігоріш,True,151,182,153,160.9
Анна Алібіба,True,192,159,121,160.8
Ольга Сергіїш,False,162,179,141,160.8
Максим Михайлиш,True,171,127,181,160.8
Ярослав Артеміш,True,162,156,164,160.79999999999998
Михайло Іванниш,False,144,145,199,160.79999999999998
Артем Ярославиш,False,162,146,174,160.79999999999998
Павло Оксаниш,False,186,174,114,160.79999999999998
Людмила Тетяниш,False,193,126,152,160.6
Олег Іриниш,True,187,141,145,160.6
Ганна Людмилиш,False,144,200,143,160.5
Дмитро Ярославиш,False,197,112,160,160.4
Ілля Софіїш,True,191,167,113,160.4
Анна Оксаниш,True,157,153,172,160.3
Віктор Наталіїш,False,160,136,185,160.3
Ігор Вікторіш,False,187,124,161,160.3
Андрій Іванниш,False,178,186,111,160.3
Максим Дмитріш,True,196,117,156,160.3
Тарас Сергіїш,True,160,155,166,160.3
Петро Артеміш,False,174,129,173,160.20000000000002
Максим Анатоліїш,False,186,111,175,160.2
Марія Ковтун,False,149,184,151,160.1
Олег Вікторіш,False,139,159,189,160.0
Богдан Дмитріш,False,199,124,144,160.0
Анатолій Лідіїш,False,154,197,131,160.0
Ніна Олениш,False,151,186,146,160.0
Михайло Максиміш,True,186,132,153,159.9
Ольга Неборачко,True,174,131,170,159.9
Павло Максиміш,False,198,148,121,159.89999999999998
Юлія Ярославиш,True,181,168,123,159.70000000000002
Сергій Ілляш,True,151,169,162,159.7
Артем Дмитришенко,False,136,175,176,159.7
Оксана Тарасіш,False,163,189,126,159.7
Лідія Ярославиш,False,183,147,141,159.60000000000002
Іван Софіїш,False,152,155,174,159.5
Іван Анатоліїш,False,140,168,177,159.5
Ігор Олексіїш,False,191,102,175,159.5
Сергій Богданіш,True,187,140,142,159.4
Анна Володимириш,False,133,187,167,159.4
Дмитро Петріш,True,190,110,168,159.4
Анна Олениш,True,163,169,145,159.4
Софія Алібіба,False,178,142,152,159.4
Максим Андріїш,True,142,198,144,159.4
Богдан Ярославіш,True,169,195,111,159.4
Роман Алібіба,True,147,153,182,159.3
Анна Іриниш,True,186,101,182,159.3
Ольга Лідіїш,False,135,164,187,159.29999999999998
Володимир Ярославіш,True,194,112,160,159.20000000000002
Анастасія Ганниш,True,167,147,161,159.2
Анастасія Андріїш,False,151,147,182,159.1
Ярослава Олениш,True,178,193,100,159.1
Марія Олексіїш,False,180,149,141,159.0
Анна Софіїш,True,117,183,191,159.0
Ірина Сергіїш,False,138,184,162,159.0
Артем Людмилиш,False,165,196,114,159.0
Олексій Іванниш,True,189,116,162,159.0
Тетяна Маріїш,False,183,105,181,159.0
Володимир Артеміш,True,189,177,101,159.0
Дмитро Лідіїш,True,188,115,164,158.9
Андрій Михайлиш,True,128,162,197,158.9
Ганна Олениш,True,137,149,198,158.9
Катерина Андріїш,True,160,174,142,158.79999999999998
Андрій Загвойко,False,192,111,162,158.70000000000002
Анна Петріш,False,192,109,164,158.7
Анатолій Богданіш,False,158,142,176,158.60000000000002
Дмитро Маріїш,False,131,194,160,158.6
Павло Романіш,False,194,158,112,158.6
Вікторія Сергіїш,True,194,118,152,158.6
Анатолій Олениш,False,145,200,135,158.5
Ніна Вікторіш,False,115,180,195,158.5
Павло Людмилиш,True,159,197,119,158.39999999999998
Ярослав Алібіба,True,155,181,140,158.3
Іванна Іваниш,True,161,145,168,158.3
Віктор Олегіш,True,149,157,172,158.3
Тетяна Іриниш,False,143,165,172,158.3
Ніна Дмитришенко,False,187,173,105,158.2
Роман Олегіш,True,192,105,166,158.10000000000002
Михайло Загвойко,True,171,195,104,158.1
Лідія Іваниш,False,159,160,155,158.1
Людмила Товтиш,True,168,138,165,158.1
Ігор Артеміш,True,135,171,176,158.1
Ірина Загвойко,True,155,156,164,158.0
Олег Наталіїш,False,176,144,148,158.0
Роман Вікторіїш,True,142,194,143,157.9
Віктор Неборачко,True,190,153,120,157.9
Тетяна Олениш,True,187,127,150,157.9
Дмитро Загвойко,True,193,153,116,157.89999999999998
Оксана Тетяниш,True,177,133,157,157.79999999999998
Ярослав Іванниш,True,191,137,134,157.7
Ігор Дмитришенко,True,158,126,189,157.7
Андрій Ігоріш,False,167,157,146,157.7
Людмила Андріїш,True,128,165,190,157.7
Михайло Іваниш,False,166,110,194,157.6
Дмитро Володимириш,False,178,116,172,157.6
Олександр Софіїш,True,174,128,165,157.5
Павло Ілляш,False,171,186,111,157.5
Олександр Вікторіш,True,171,161,136,157.5
Олена Дмитришенко,True,191,127,143,157.4
Софія Артеміш,False,182,170,112,157.4
Анна Неборачко,True,164,156,150,157.4
Віктор Вікторіш,False,194,123,143,157.4
Марія Володимириш,False,175,171,120,157.3
Ігор Дмитріш,False,145,182,149,157.29999999999998
Тетяна Софіїш,True,133,188,159,157.29999999999998
Богдан Лідіїш,True,183,173,107,157.2
Наталія Ігоріш,False,162,193,115,157.2
Ніна Богданіш,False,138,163,177,157.2
Ілля Тетяниш,True,168,185,115,157.2
Олексій Алібіба,True,159,175,137,157.2
Софія Оксаниш,True,126,170,186,157.2
Оксана Оксаниш,False,188,117,156,157.10000000000002
Дмитро Ковтун,True,134,188,157,157.1
Анатолій Іриниш,False,149,185,140,157.1
Богдан Петріш,False,185,172,105,157.1
Олексій Сергіїш,False,170,127,170,157.1
Ілля Іванниш,False,181,160,122,157.0
Ігор Іриниш,True,124,198,160,157.0
Іван Олексіїш,False,171,131,164,156.9
Олексій Тетяниш,True,180,143,140,156.9
Роман Маріїш,False,153,171,148,156.9
Сергій Іриниш,True,171,168,127,156.9
Анна Артеміш,False,186,134,141,156.89999999999998
Вікторія Олексіїш,True,149,189,135,156.8
Ілля Загвойко,True,146,154,174,156.79999999999998
Андрій Анниш,False,110,179,197,156.79999999999998
Софія Вікторіш,False,155,162,154,156.79999999999998
Ілля Олександріш,True,166,190,111,156.7
Ольга Романіш,True,178,150,135,156.7
Ярослав Людмилиш,False,130,150,199,156.7
Юлія Петріш,True,184,171,106,156.7
Ірина Іванниш,True,183,153,125,156.6
Іванна Анниш,False,159,166,144,156.6
Олексій Петріш,True,168,125,173,156.6
Ігор Тетяниш,False,168,103,195,156.6
Тетяна Ковтун,False,143,154,177,156.5
Ірина Артеміш,False,107,192,187,156.5
Ірина Михайлиш,True,149,142,181,156.5
Михайло Володимириш,True,185,175,100,156.5
Павло Катериниш,True,146,129,198,156.5
Софія Тетяниш,False,172,190,102,156.4
Анатолій Ганниш,False,112,199,173,156.4
Іван Романіш,True,106,183,197,156.4
Ярослава Загвойко,True,141,170,163,156.3
Ірина Тарасіш,False,198,100,157,156.3
Олег Дмитришенко,False,159,175,134,156.29999999999998
Іванна Товтиш,True,171,129,164,156.29999999999998
Вікторія Петріш,True,137,143,195,156.2
Ярослава Петріш,False,180,116,164,156.0
Іванна Ігоріш,False,126,199,153,156.0
Іван Загвойко,True,144,152,176,156.0
Артем Тарасіш,True,141,138,194,156.0
Марта Михайлиш,True,126,187,165,156.0
Ярослава Ярославіш,True,194,145,116,155.9
Роман Ярославіш,True,133,192,150,155.8
Вікторія Вікторіш,True,148,181,141,155.8
Анатолій Романіш,True,139,188,146,155.8
Богдан Андріїш,True,169,190,104,155.8
Олена Лідіїш,False,193,140,122,155.8
Марта Іванниш,False,184,102,172,155.8
Петро Софіїш,False,154,178,136,155.8
Віктор Тарасіш,False,157,155,155,155.8
Анастасія Сергіїш,True,157,169,141,155.8
Олексій Іваниш,True,151,129,189,155.79999999999998
Ольга Ганниш,True,111,183,188,155.70000000000002
Артем Неборачко,False,171,174,117,155.7
Катерина Максиміш,False,120,200,159,155.7
Тетяна Володимириш,False,180,110,169,155.7
Володимир Ігоріш,True,159,123,184,155.7
Ярослав Маріїш,True,171,101,190,155.7
Роман Максиміш,False,197,104,152,155.60000000000002
Вікторія Андріїш,True,191,160,104,155.6
Оксана Іваниш,False,160,177,128,155.5
Ніна Сергіїш,True,160,200,105,155.5
Володимир Неборачко,False,187,120,149,155.5
Ганна Маріїш,False,192,156,106,155.4
Іван Олегіш,True,180,106,172,155.4
Анастасія Вікторіш,False,126,162,188,155.4
Оксана Вікторіш,False,194,151,108,155.3
Дмитро Максиміш,True,145,180,144,155.2
Людмила Тарасіш,False,157,113,195,155.2
Анастасія Богданіш,True,130,198,146,155.2
Олександр Артеміш,True,156,127,182,155.1
Людмила Людмилиш,True,170,115,175,155.0
Вікторія Вікторіїш,False,185,116,154,155.0
Іванна Ніниш,False,164,183,115,155.0
Іван Петріш,False,164,143,155,155.0
Володимир Катериниш,True,167,118,176,155.0
Ярослава Алібіба,True,176,178,104,155.0
Людмила Ярославіш,False,151,188,127,154.9
Ярослава Анатоліїш,True,145,186,137,154.9
Петро Вікторіїш,True,199,135,116,154.9
Людмила Ігоріш,True,192,134,126,154.8
Катерина Ковтун,False,159,191,113,154.8
Ольга Олениш,True,144,169,155,154.8
Максим Ніниш,True,180,162,114,154.79999999999998
Тарас Андріїш,False,164,129,168,154.70000000000002
